,text,like,love,care,haha,wow,sad,angry
1603,"女友近期詭異行徑，男友懷疑！決定跟蹤女友行程！【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「未看先猜下集家寧會發現我嗎？」 / 家寧+0：「😱😱」",1727,13,2,29,5,2,5
1604,"「盲選化妝挑戰」女友藉機惡搞 把男友臉用ＸＸ塗！？ 【眾量級CROWD｜挑戰特輯】
Andy老師：「衝第二集了啦👊」 / 家寧+0：「以下開放截圖TAG😂」",2276,9,1,103,1,1,0
1605,"「不要看挑戰」 大尺度畫面再升級 眼睛到底要看哪啦！（第二集） 【眾量級CROWD｜挑戰特輯】
Andy老師：「凍未條捏😝」 / 家寧+0：「留言告訴我們想看什麼主題😀」",2500,13,1,115,1,3,0
1606,"我們的第一次約會是長這樣的 你呢？😝
Andy老師 家寧+0

#眾量級 #眾量級crowd #約會 #情侶",5897,31,5,2014,6,0,0
1607,"在全黑的房間穿黑衣裝 會被發現嗎？In black space Wear black Will be seen !【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「原來觸感也會被認出來🙄」 / 家寧+0：「😨😨」",6741,51,13,1266,12,4,9
1608,"Andy老師：女孩總希望男孩用行動來證明🥰
家寧+0：😳😳😳😳

#眾量級crowd #眾量級 #情侶",5016,65,9,1316,6,1,0
1609,"今日零確診！！！（狂賀👏🏻）
感謝辛苦的醫療人員及大家的努力，看到這個數字好感動❤️希望未來的每一天都能出現這個數字😆
「+0」讓各行各業回到正常，同時也祝福每個人都平安、健康、快樂！
Andy老師 家寧+0

#眾量級crowd #眾量級 #0確診",18302,121,7,7,1,0,1
1610,"I Phone計算機魔術教學！拿去騙朋友的小妙招🤪
Andy老師 家寧+0

#眾量級crowd #iphine #魔術教學",3150,13,2,35,1,0,0
1611,"一定要看到最後！知道怎麼做到的嗎？
家寧+0 Andy老師

#眾量級crowd #魔術",4314,15,1,485,7,0,0
1612,"掉包高達20萬的彩券 男友得知後的反應是？【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「原來是我被🤬🤬」 / 家寧+0：「花重金砸 能中嗎 !?😱」",3840,19,3,81,2,2,4
1613,"Andy老師：你們說 我是很專一的對吧😗
家寧+0：？？？？

#眾量級 #眾量級crowd #他是被逼得",4112,16,5,974,4,0,2
1614,"豔陽、藍天、熱舞 還差點啥！？誰是ARMY粉 舉個手🤚
家寧+0 Andy老師

#shorts #PermissiontoDance",4159,36,0,18,1,1,0
1615,"百萬YouTuber剪輯攻略大公開！剪好一部片只要１０分鐘？【眾量級CROWD｜教學特輯】
Andy老師：「有這個剪輯可以很簡單👍」 / 家寧+0：「快去留言區參加活動😇」",4315,37,3,7,3,0,2
1616,"給人講完話的空間好嗎？不然就自討苦吃了😂
Andy老師 家寧+0

#眾量級crowd #奧客退散 #ysl",5629,17,2,1990,5,1,1
1617,"情侶快問快打！女友：最近想提分手的念頭！？(第四集)【眾量級CROWD｜CHALLENGE挑戰特輯】
Andy老師：「難道...💔💔」 / 家寧+0：「每天趁我不在都在Booyah😡」",5993,41,14,703,6,7,2
1618,"情侶最常發生的事 真實案例👇

家寧+0：Andy每天趁我不在都在Booyah！我就問他 你知道我在意的點是什麼嗎😡？！
Andy老師：在意我偷偷玩！？🧐

大家覺得是什麼原因不找家寧玩 ！？😀

🌴 Free Fire 夏日生存派對，快下載遊戲和我一起 Booyah 一夏！
-
夏天不能出去玩就來跟我們一起玩 Free Fire 吧
夏日生存派對，看誰能活下去？
☀️ 快和我一起 Booyah 一夏 ☀️
-
📢8/15 登入玩 Free Fire，還能獲得限定表情和球棒《派對電吉他》！
🔸 馬上下載： https://bit.ly/3CEnkuR
-
Garena Free Fire

#FreeFire #夏日生存派對 #Booyah",3295,23,1,0,0,0,0
1619,"這種情況你一定有發生過😂😅
Andy老師 家寧+0

#眾量級crowd #眾量級 #無理取鬧 #有這樣的男友你幾點回家",5160,16,1,875,0,1,0
1620,七夕直播,10917,1179,88,69,21,8,10
1621,"今晚２１：００在Facebook會進行直播唷❤️
這個直播你們一定要跟上，跟大家分享好康💝
TIP.跟家寧最近貼文內容有關😀

Andy老師 家寧+0",18253,147,10,8,11,1,0
1622,"PRANK！女友偷剃男友頭髮 男友爆氣喊話要報仇！【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「留言按讚衝起來 再拍一集剪家寧頭髮😈」 / 家寧+0：「我剪的好看吧😄」",8577,34,10,1820,6,5,2
1623,"恭喜李洋、王齊麟勇奪金牌🏅
接下來就看小戴了💪🏻 Go Go Fighting !!!

李洋/Lee Yang王齊麟/Wang Chi Lin戴資穎/ Tai Tzu Ying
Andy老師家寧+0

#眾量級 #眾量級crowd #奧運",17495,120,12,1,2,0,1
1624,"Andy老師：奇怪🧐被問一問後感覺自己好像有問題了...
家寧+0：😈😈😈

#眾量級 #眾量級crowd #你問我答",6824,14,5,1828,3,0,0
1625,"製造「超強可樂火箭」威力竟比沖天炮還猛！？（舊片回顧）
Andy老師 家寧+0

#眾量級crowd #可樂沖天炮",4302,18,0,120,27,0,1
1626,"又被女友正大光明騙走三千了😭
Andy老師 家寧+0

#眾量級crowd #拿錢小技巧",8470,24,3,1835,4,3,3
1627,"Andy老師：想不到會是這種結局吧🤣
貼心提醒：這招請酌量使用嘿😊
家寧+0：😆😆😆

#眾量級 #眾量級crowd #感情升溫小技巧 #情侶 #雙人運動",10895,43,8,2809,13,2,0
1628,"原來一切都在女友的注視中😰
Andy老師 家寧+0
#眾量級crowd #眾量級",16140,30,12,6424,36,1,1
1629,"「不要看挑戰」 經典卡通男友竟先看這！？【眾量級CROWD｜挑戰特輯】
Andy老師：「誰受的了不看 ?」 / 家寧+0：「留言按讚衝起來 再拍一集」",7408,47,6,353,7,7,6
1630,"恐怖鄰居惡意狂敲門！？沒想到竟是這個結果...Bluetooth speaker Prank【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「狂敲很誇張！」 / 家寧+0：「這鄰居超壞🤬」",4679,20,5,166,6,4,2
1631,"家寧+0：如果你們能大口呼吸時講話 安迪就倒立洗頭🤪
Andy老師：不是啊 我什麼都沒說耶...😳",5595,14,2,975,3,1,0
1632,"防身術是我用錯方式還是沒用...

#眾量級crowd #防身術",12854,29,9,4561,10,6,1
1633,"把我的“弟弟”放在洋芋片筒內 女友摸到的反應是！？PRINGLES PRANK【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「加料的洋芋片🤣」 / 家寧+0：「🤮」",15497,147,66,3513,61,33,57
1634,"沒錢怎麼辦？這招正大光明跟男友拿錢😂
Andy老師 家寧+0

#眾量級crowd #腦筋急轉彎 #正大光明要錢 #情侶",14992,110,17,2642,10,1,1
1635,"殘酷二選一 誰最正😆
留言區新影片！沒看會錘心肝💔😂

Andy老師 家寧+0

#眾量級crowd #眾量級 #娜諾仿妝 #娜諾 #殘酷二選一",12313,55,4,352,24,0,2
1636,"我該怎麼讓女友知道 這個優質的頻道😂

#眾量級crowd",9541,29,7,1452,11,3,0
1637,"娜諾仿妝來了！誰想要當我們同學？ Nanno Transformation Make Up
Andy老師 家寧+0

#娜諾 #娜諾仿妝 #Nanno #轉學來的女生",9017,47,8,968,24,2,0
1638,"公認最像娜諾的臉型！？娜諾超逆天仿妝來了！Nanno Transformation Make Up【眾量級CROWD｜挑戰特輯】
Andy老師：「你們覺得像嗎😁?」 / 家寧+0：「留言投我！投我！」",6450,40,8,611,15,0,1
1639,"住五年的套房 重新裝潢一年後的樣貌是？【眾量級CROWD｜VLOG生活特輯】
Andy老師：「水晶好多🙄」 / 家寧+0：「這個樣貌大家還習慣嗎 ?」",11521,84,14,74,14,4,9
1640,"冷笑話合輯來囉！
家寧+0 Andy老師

#眾量級crowd #冷笑話 #腦筋急轉彎",5679,41,6,802,2,1,0
1641,"一天一個分手語錄 (誤😂
Andy老師 家寧+0

#眾量級crowd #分手語錄",9492,32,9,2129,6,1,1
1642,#1430【谷阿莫】這種沙蟲平常躲在沙漠深處，長的像巨大的蛆，齜牙裂嘴吞噬一切2021《沙丘》,515,4,0,39,4,0,1
1643,#1429【谷阿莫】彭于晏自認渣男管不住老二，馬思純卻愛他愛到不惜賣海鮮來買他的愛2020《第一爐香》,4200,57,24,806,22,16,26
1644,花了幾萬就為了用液態氮來把別人家摧毀，我要看到血流成河【谷阿莫life】#94,280,5,0,40,5,0,1
1645,#1248【谷阿莫】全因她下面癢，想找人幫忙止癢而引發的慘案2021《親友皆屎》,643,6,3,260,7,1,2
1646,#1427【谷阿莫】2021警匪大片，甄子丹、謝霆鋒聯手抓綁匪，卻因道不同而反目成仇《怒火重案》,607,6,1,12,1,3,4
1647,#1426【谷阿莫】欲求不滿的女狗斯特，在他們搬進宿舍後，一直纏著他們想約炮2021《恐懼》,891,6,2,77,7,3,5
1648,腿斷又被壞人用膠帶黏在輪椅上呈現一個蛹的形狀，是否能輕鬆逃脫？【谷阿莫life】#93,279,2,1,84,1,1,0
1649,#1425【谷阿莫】他在梁朝偉百般刁男 強人鎖男的調教下長大，最終排除萬男加入復仇者聯盟2021《尚氣與十環傳奇》,1195,6,2,41,8,2,6
1650,#1424【谷阿莫】劃破時空只需要同地點發生三起命案，此時高速跑步加高脈搏就能穿越2021《心悸效應》,806,2,0,24,4,3,3
1651,#1423【谷阿莫】他照顧少女日薪高達200美元，但前題是得穿上鋼鐵貞操衣被鐵鍊鎖屋裡2021《危險警告》,1009,11,7,118,7,1,3
1652,#1422【谷阿莫】這三色手鐲只要戴上就拿不下來，但能賦予你超能力和色盲2021《圖蘭朵：魔咒緣起》,1803,23,4,209,8,7,8
1653,跟台北迪麗熱巴，一起實測《越獄風雲》中，真的能用肥皂和牙刷做出鑰匙？【谷阿莫life】#92,399,2,4,70,0,2,1
1654,#1421【谷阿莫】鬼滅之刃遊郭篇開播倒數，10分鐘複習完520分鐘《鬼滅之刃第一季》,1698,18,8,321,9,1,4
1655,"#1420【谷阿莫】她用長長的那根嘟了心儀的男孩子，再約他一起當狂戰士情侶2021《斷線森林2》
第一集看這邊：https://youtu.be/M0fxa_cmKs0",767,6,2,169,6,2,1
1656,#1419【谷阿莫】一群學生去森林野地球生，卻遇到兩個隕石狂戰士把他們剁了2021《斷線森林》,1655,25,3,185,20,3,11
1657,你以為木條箱能輕易踹破逃生？秘訣是要先脫衣服？！【谷阿莫life】#91,273,3,0,73,0,0,0
1658,#1418【谷阿莫】神力女超人勾引巨石強森、玩弄死侍，就為了搶他們蛋蛋去賣錢2021《紅色通緝令》,1076,8,4,125,5,4,2
1659,#1417【谷阿莫】她一醒來就發現被人關在80樓的電梯裡，電梯無限的高空墜落又上升2021《上升》,690,6,3,81,9,2,2
1660,#1416【谷阿莫】他拍攝破解保險箱的教學影片都沒人看，最終走上不歸路成為國際大盜2021《神偷大軍》,1246,16,2,104,2,6,7
1661,#1415【谷阿莫】她把學姊燒到毀容後搬家重新來過，卻在新家見到另一個自己說也想燒她看看2021《你房裡有人》,668,6,0,18,1,2,4
1662,大軍頸椎斷掉，花費價值十萬給他少爺式的出院待遇【谷阿莫life】#90,628,4,2,190,7,1,3
1663,#1414【谷阿莫】他從來沒有想過他只是人類世界創造的虛擬電子角色…2021《失控玩家》,152,1,0,2,0,0,0
1664,#1413【谷阿莫】雖然是吸血鬼但也沒關係，漂亮就可以了2021《夜牙》,833,6,4,91,11,3,3
1665,#1412【谷阿莫】她一直以為被催眠後自己只是在睡覺，殊不知醫生都在對她的身體做那種事2021《奪命催眠》,1161,10,8,100,10,3,5
1666,"#89【谷阿莫life】花120,000包場從3F跳下來，實測遮陽傘真的可以當降落傘嗎",2316,26,10,535,31,3,7
1667,#1411【谷阿莫】那隻母羊生下了一個羊頭人身的北鼻，她見了欣喜若狂決定搶來養2021《羊懼》,1175,12,4,158,22,7,6
1668,#1410【谷阿莫】這家人不用氧氣就能在水底生存50年，卻遭網紅探險打擾，他們該如何守住這秘密2021《深宅》,847,13,4,26,3,1,2
1669,#1409【谷阿莫】她家遭小偷後，她覺得事情不單純，一調查才發現老公跟小偷有不正常關係2021《魔爪入室》,1068,15,6,39,5,3,7
1670,嘗試當檢舉達人，欸我錄到你違規了，麻煩留資料讓我檢舉你賺獎金，謝囉【谷阿莫life】#88,506,2,1,114,4,0,2
1671,#1408【谷阿莫】他們被組織抓來玩密室逃生，竟慘遭電流電屎、流沙淹屎、酸雨腐蝕致屎2021《密室逃生2》,584,6,4,8,4,1,1
1672,#1407【谷阿莫】少女說了一個謊，就得到了男朋友，校草的耳膜卻破裂了2021《盛夏未來》,725,5,0,13,2,2,5
1673,"找5個人同時拿弓射我！實測《群青戰記》下集，普通人能否以槍揮箭？【谷阿莫life】#87
觀看上一集：https://youtu.be/mh7R0aFV-wk",261,3,1,74,1,0,0
1674,"#1406【谷阿莫】這對雙胞胎被養父母7到性格扭曲，一個發瘋、一個瘋狂收割地方媽媽《栗子人殺手：結局》
觀看上半段《栗子人殺手：起因》：https://youtu.be/eS98COzWLbE
觀看中半段《栗子人殺手：過程》：https://youtu.be/p9pDti8aHhY",391,4,0,10,1,2,0
1675,"#1405【谷阿莫】他專找失職的媽媽，再活活把她們做成沒眼沒手腳的栗子人《栗子人殺手：過程》
觀看上一集《栗子人殺手：起因》：https://youtu.be/eS98COzWLbE
觀看下一集《栗子人殺手：結局》：https://youtu.be/XZz2zyAkuIs",435,2,2,7,5,2,1
1676,"三國志戰略版 大學盃真人實境秀 開放報名啦

快來討好我這個評審",49,1,0,0,0,0,0
1677,"#1404【谷阿莫】5分鐘看完《栗子人殺手》起因，被奪去眼睛和手掌的女人們
觀看中半段《栗子人殺手：過程》：https://youtu.be/p9pDti8aHhY
觀看下半段《栗子人殺手：結局》：https://youtu.be/XZz2zyAkuIs",400,2,0,4,4,0,3
1678,"普通人如何用十文字槍抵禦前方射來的弓箭？首先，你需要可愛的女孩子幫你造槍【谷阿莫life】#86
https://youtu.be/mh7R0aFV-wk",176,2,0,49,2,1,1
1679,"Spider-Man: No Way Home Main Theme Piano Cover | Ru's Piano
🕷YT Link：https://youtu.be/bXZ1o9ceeUw

無雷影片，請安心服用 (･ิω･ิ)✧
來自RuRu宇宙的蜘蛛女，不會吐絲、只會彈琴，請大家多多包涵惹🤣
-
🎹「蜘蛛人主題曲 Spider-Man Theme」樂譜在YT留言置頂處
-
#蜘蛛人 #蜘蛛俠 #SpiderMan #NoWayHome #無家日
#Ru味春捲 #RUsPiano #自編自彈",821,220,10,4,1,0,0
1680,"Demon Slayer Season 2 OP『Zankyosanka / Aimer』Full Ver. Piano Cover
🌺Link: https://youtu.be/tZJCbgblhJg
-
超好聽的Aimer鬼滅新曲，大家都有聽過了嗎？

昨天直播完後累到宵夜都吃不下去了😂～～爆炸行程還會持續到月底！12月的行程只能用全集中．常中來度過惹(((ﾟдﾟ)))！

喜歡我的鋼琴改編別忘記留言、分享出去唷❤️
-
🎹「残響散歌」樂譜連結在YT影片留言處
-
#鬼滅之刃 #DemonSlayer #残響散歌 #Zankyosanka #Aimer
#Ru味春捲 #RUsPiano #自編自彈",577,151,11,0,3,0,0
1681,"🔴年末會員專屬音樂會♪ 你點歌 我即興！Member Only Livestream ピアノ 生放送
🎹直播連結：https://youtu.be/seGhJMcF5ms

超人RuRu昨天在高雄演出後，今天馬上要開線上會員音樂會啦～～
今晚除了我準備的歌曲之外，也開放讓觀眾點歌、挑戰即興演奏！趕快加入會員一起來參加今年最後一次的Livestream吧！✧*｡٩(ˊᗜˋ*)و✧*｡

#LivePiano #年末線上音樂會 #ピアノ生放送 #會員專屬
#Ru味春捲 #RUsPiano",1266,252,16,1,3,0,0
1682,"Spider-Man: No Way Home Main Theme Piano Cover | Ru's Piano
🕷Link: https://youtu.be/bXZ1o9ceeUw

I'm Spider-Woman！今晚有會員限定專屬直播唷！滷粉們今晚8點見～～～
高雄演出完隔天就回台北直播，請叫我鋼鐵蜘蛛RuRu！😎咻咻咻~ (噴絲的聲音((尬))
-
💘加入Youtube會員支持RuRu創作音樂、參加每個月的會員專屬直播吧
-
#蜘蛛人 #蜘蛛俠 #SpiderMan #NoWayHome #無家日
#Ru味春捲 #RUsPiano #自編自彈",4064,1039,56,9,11,0,0
1683,"蜘蛛人：無家日主題曲 Spider Man Main Theme 鋼琴演奏
🕷首播連結：https://youtu.be/bXZ1o9ceeUw

我是首映當天就衝去看電影的蜘蛛女RuRu (๑•̀ㅂ•́)و✧！
真的超級怕被雷~~果然當天就有人在我的影片底下爆雷，明明就是鬼滅音樂居然爆蜘蛛人雷🙄...

頻道久違的漫威電影主題曲鋼琴演奏，請大家幫忙多多分享囉❤️
-
🎹「蜘蛛人主題曲 Spider-Man Theme」樂譜在YT留言置頂處
-
#蜘蛛人 #蜘蛛俠 #SpiderMan #NoWayHome #無家日
#Ru味春捲 #RUsPiano #自編自彈",1981,389,19,8,13,1,0
1684,"🎹12/18 高雄捷運動漫音樂會🎻加碼會員專屬拍照&明信片活動！📸

就是明天！我和 Kathie Violin 黃品舒、南臺灣交響樂團的動漫音樂演奏會將在高捷盛大舉辦✨
演出結束後將會有30分鐘的時間與現場粉絲朋友們拍照！由於時間有限，將開放給Ru味春捲YT頻道會員優先排隊唷⎝( OωO)⎠( OωO)( OωO)

現場將會有兩位小幫手協助引導大家排隊，手機請先準備好會員身份證明，每位滷粉、品舒粉將會和我們一起拍一張照片留念，而滷粉還可以獲得一套RuRu隱藏版明信片唷！
請大家要遵守秩序、希望每位粉絲都能順利拍到照片🥰
-
🌟演出日期：2021/12/18(六) 19:00
🌟演出地點：高雄捷運R9 中央公園站
🌟入場方式：免費入場！
備註: 如果有任何變動會提早在粉專另行公告
-
#高雄捷運 #公益音樂會 #交響樂團 #動漫音樂
#黃品舒 #南臺灣交響樂團 #Ru味春捲",3022,600,39,1,4,1,1
1685,"Demon Slayer Season 2 OP『Zankyosanka / Aimer』Full Ver. Piano Cover | Ru's Piano
🌺Link: https://youtu.be/tZJCbgblhJg

優良傳統拿去吧(遞)
這次的残響散歌是不是很紅很熱血呢！我還特別加了柔版前奏～～怕大家一點進來就燃過頭🔥🤣🤣🤣
如果喜歡這次的作品記得分享出去唷～ 累積分享召喚雙人演奏版残響散歌！(欸!?)

#鬼滅之刃 #DemonSlayer #残響散歌 #Zankyosanka #Aimer
#Ru味春捲 #RUsPiano #自編自彈 #禰豆子 #Cosplay",1873,433,20,4,5,0,0
